step,loss,caps_rate
0,2.930500030517578,0.05348737697903295
5,2.6391584873199463,0.05555555555555555
10,2.146549701690674,0.05435972272893105
15,1.7202427387237549,0.05520361990950226
20,1.4421486854553223,0.05907172995780591
25,1.196877121925354,0.08745476477683957
30,0.7492220997810364,0.9806362378976486
35,0.8031771183013916,0.9735099337748344
40,0.8659216165542603,0.9714964370546318
45,0.7292701005935669,0.971473851030111
50,0.7644990086555481,0.9586206896551724
