step,loss,frac_on
0,4.372118949890137,1.0
10,3.963886260986328,0.9532690048217773
20,3.1232094764709473,0.9299513697624207
30,4.063770294189453,0.9195181131362915
40,4.97434139251709,0.9121863842010498
50,5.861225128173828,0.9068049788475037
60,2.735344409942627,0.9034690260887146
70,5.132416725158691,0.9004717469215393
80,4.105876922607422,0.8973961472511292
90,2.9769887924194336,0.8943800926208496
99,5.990936279296875,0.8916187882423401
