outer_step,task,lam,inner_lr,inner_steps,pre/loss_train,pre/loss_related,pre/kl_related,post/loss_train,post/loss_related,post/kl_related,base/loss_train,base/loss_related
310,portuguese,0.5,0.0005,5,1.417374610900879,1.2691340446472168,0.4260489344596863,1.5318188667297363,1.2329440116882324,0.5173836946487427,4.54437780380249,3.715384006500244
310,spanish,0.5,0.0005,5,1.4095182418823242,1.3403562307357788,0.387759268283844,1.166886806488037,1.1225202083587646,0.4574890434741974,4.270986080169678,3.568849802017212
320,french,0.5,0.0005,5,2.0206892490386963,1.2895653247833252,0.3698115646839142,1.9587339162826538,1.3078796863555908,0.4587026536464691,4.33449649810791,3.5522654056549072
320,german,0.5,0.0005,5,2.1384713649749756,1.353667140007019,0.3920143246650696,2.0229265689849854,1.208732008934021,0.4844129979610443,5.178280353546143,3.4848952293395996
320,italian,0.5,0.0005,5,1.8493211269378662,1.2939144372940063,0.39326921105384827,1.6835328340530396,1.2832984924316406,0.47924378514289856,4.663875579833984,3.341350555419922
320,portuguese,0.5,0.0005,5,1.4807543754577637,1.5156548023223877,0.3985713720321655,1.551426649093628,1.5346757173538208,0.5060341954231262,4.54437780380249,3.715384006500244
320,spanish,0.5,0.0005,5,1.3791933059692383,1.2407952547073364,0.3790784478187561,1.3971868753433228,1.3274787664413452,0.5409706234931946,4.270986080169678,3.568849802017212
330,french,0.5,0.0005,5,2.368532419204712,1.4387000799179077,0.41200757026672363,2.0043325424194336,1.3422409296035767,0.4250892698764801,4.33449649810791,3.5522654056549072
330,german,0.5,0.0005,5,1.9151806831359863,1.5287953615188599,0.4345380961894989,1.8551312685012817,1.3012219667434692,0.45611608028411865,5.178280353546143,3.4848952293395996
330,italian,0.5,0.0005,5,1.7409201860427856,1.3685619831085205,0.4041477143764496,1.5854884386062622,1.3020634651184082,0.48035404086112976,4.663875579833984,3.341350555419922
330,portuguese,0.5,0.0005,5,1.5143455266952515,1.3024049997329712,0.4130954444408417,1.3829678297042847,1.4094113111495972,0.5075365304946899,4.54437780380249,3.715384006500244
330,spanish,0.5,0.0005,5,1.351972222328186,1.3313498497009277,0.44915926456451416,1.3969850540161133,1.3534475564956665,0.4653846323490143,4.270986080169678,3.568849802017212
340,french,0.5,0.0005,5,2.077749729156494,1.2815662622451782,0.40910467505455017,1.8048633337020874,1.2954386472702026,0.42918193340301514,4.33449649810791,3.5522654056549072
340,german,0.5,0.0005,5,1.933785080909729,1.2867515087127686,0.38314273953437805,1.8897473812103271,1.4140299558639526,0.48483288288116455,5.178280353546143,3.4848952293395996
340,italian,0.5,0.0005,5,1.5897490978240967,1.476650357246399,0.39906537532806396,1.5353330373764038,1.5110929012298584,0.4817873537540436,4.663875579833984,3.341350555419922
340,portuguese,0.5,0.0005,5,1.4936442375183105,1.321082592010498,0.4034138321876526,1.5561562776565552,1.2597428560256958,0.44552335143089294,4.54437780380249,3.715384006500244
340,spanish,0.5,0.0005,5,1.4834829568862915,1.3606466054916382,0.3938086926937103,1.234600305557251,1.5525826215744019,0.4253899157047272,4.270986080169678,3.568849802017212
350,french,0.5,0.0005,5,2.1358320713043213,1.3406442403793335,0.4297076165676117,1.9478601217269897,1.177323579788208,0.4024994969367981,4.33449649810791,3.5522654056549072
350,german,0.5,0.0005,5,1.9150420427322388,1.3960691690444946,0.41358378529548645,1.7573822736740112,1.3303316831588745,0.42806586623191833,5.178280353546143,3.4848952293395996
350,italian,0.5,0.0005,5,1.6962076425552368,1.4042956829071045,0.38944119215011597,1.5684711933135986,1.3080428838729858,0.44771307706832886,4.663875579833984,3.341350555419922
350,portuguese,0.5,0.0005,5,1.566874384880066,1.6367449760437012,0.4126162528991699,1.435496211051941,1.4446150064468384,0.5170814990997314,4.54437780380249,3.715384006500244
350,spanish,0.5,0.0005,5,1.4783766269683838,1.2766683101654053,0.4229143261909485,1.5411864519119263,1.3212313652038574,0.5244274735450745,4.270986080169678,3.568849802017212
360,french,0.5,0.0005,5,2.1771316528320312,1.328925371170044,0.4130702018737793,1.9367700815200806,1.5489636659622192,0.4091514050960541,4.33449649810791,3.5522654056549072
360,german,0.5,0.0005,5,1.9578338861465454,1.5036256313323975,0.39229315519332886,1.763551950454712,1.258259654045105,0.447303831577301,5.178280353546143,3.4848952293395996
360,italian,0.5,0.0005,5,1.688172698020935,1.4127088785171509,0.41735225915908813,1.5592765808105469,1.495274543762207,0.4704049825668335,4.663875579833984,3.341350555419922
360,portuguese,0.5,0.0005,5,1.476887822151184,1.509291648864746,0.41891542077064514,1.4778774976730347,1.4635976552963257,0.4232560396194458,4.54437780380249,3.715384006500244
360,spanish,0.5,0.0005,5,1.338821291923523,1.3299750089645386,0.4735915958881378,1.3119207620620728,1.4025771617889404,0.46324047446250916,4.270986080169678,3.568849802017212
370,french,0.5,0.0005,5,2.3451263904571533,1.3892860412597656,0.3540228307247162,2.1008524894714355,1.3549866676330566,0.39444953203201294,4.33449649810791,3.5522654056549072
370,german,0.5,0.0005,5,1.9484891891479492,1.525978446006775,0.4375757873058319,1.7981232404708862,1.3291618824005127,0.48573997616767883,5.178280353546143,3.4848952293395996
370,italian,0.5,0.0005,5,1.6361055374145508,1.4088692665100098,0.4356520175933838,1.6409202814102173,1.4168726205825806,0.46661636233329773,4.663875579833984,3.341350555419922
370,portuguese,0.5,0.0005,5,1.551487922668457,1.3600752353668213,0.3895219564437866,1.376595377922058,1.307017207145691,0.4529217779636383,4.54437780380249,3.715384006500244
370,spanish,0.5,0.0005,5,1.4043012857437134,1.5647926330566406,0.3713282644748688,1.3082917928695679,1.3067408800125122,0.4710814654827118,4.270986080169678,3.568849802017212
380,french,0.5,0.0005,5,2.149418354034424,1.578485131263733,0.40282922983169556,2.1240599155426025,1.3691047430038452,0.4259525239467621,4.33449649810791,3.5522654056549072
380,german,0.5,0.0005,5,2.1313564777374268,1.3493332862854004,0.3960583508014679,1.7584489583969116,1.4132424592971802,0.4719487726688385,5.178280353546143,3.4848952293395996
380,italian,0.5,0.0005,5,1.641760230064392,1.2548913955688477,0.37623539566993713,1.5519486665725708,1.347076654434204,0.4982609748840332,4.663875579833984,3.341350555419922
380,portuguese,0.5,0.0005,5,1.6453944444656372,1.4534856081008911,0.40134379267692566,1.3275142908096313,1.3601014614105225,0.4968055188655853,4.54437780380249,3.715384006500244
380,spanish,0.5,0.0005,5,1.4444353580474854,1.6018991470336914,0.3954203426837921,1.1865098476409912,1.3407063484191895,0.4058961272239685,4.270986080169678,3.568849802017212
390,french,0.5,0.0005,5,2.288764476776123,1.4603747129440308,0.4184122383594513,1.967867136001587,1.2704848051071167,0.4708787798881531,4.33449649810791,3.5522654056549072
390,german,0.5,0.0005,5,1.9132256507873535,1.3878129720687866,0.40731099247932434,1.5798028707504272,1.3714462518692017,0.48046427965164185,5.178280353546143,3.4848952293395996
390,italian,0.5,0.0005,5,1.7095434665679932,1.4234938621520996,0.3821622133255005,1.6896800994873047,1.3236215114593506,0.4904106855392456,4.663875579833984,3.341350555419922
390,portuguese,0.5,0.0005,5,1.3598753213882446,1.5117018222808838,0.4202832877635956,1.2428783178329468,1.4373233318328857,0.5206910371780396,4.54437780380249,3.715384006500244
390,spanish,0.5,0.0005,5,1.5378493070602417,1.3753612041473389,0.40868064761161804,1.376394271850586,1.3435051441192627,0.42823299765586853,4.270986080169678,3.568849802017212
400,french,0.5,0.0005,5,2.2153632640838623,1.4283289909362793,0.3840731382369995,1.9770468473434448,1.2886086702346802,0.3983527719974518,4.33449649810791,3.5522654056549072
400,german,0.5,0.0005,5,1.9547765254974365,1.2806955575942993,0.4003264009952545,1.6458810567855835,1.4969267845153809,0.49293893575668335,5.178280353546143,3.4848952293395996
400,italian,0.5,0.0005,5,1.7199690341949463,1.4378772974014282,0.4124019145965576,1.7073335647583008,1.451670527458191,0.5078555345535278,4.663875579833984,3.341350555419922
400,portuguese,0.5,0.0005,5,1.2231323719024658,1.5294725894927979,0.34235164523124695,1.2758781909942627,1.391122579574585,0.476937860250473,4.54437780380249,3.715384006500244
400,spanish,0.5,0.0005,5,1.3560515642166138,1.3721407651901245,0.3951347768306732,1.2184808254241943,1.3133987188339233,0.48728588223457336,4.270986080169678,3.568849802017212
410,french,0.5,0.0005,5,2.385030746459961,1.3541548252105713,0.4125504195690155,2.1872198581695557,1.5798784494400024,0.47364354133605957,4.33449649810791,3.5522654056549072
410,german,0.5,0.0005,5,1.9963655471801758,1.5039706230163574,0.3359992802143097,1.926011085510254,1.418811321258545,0.435011625289917,5.178280353546143,3.4848952293395996
410,italian,0.5,0.0005,5,1.7934640645980835,1.4729610681533813,0.378315269947052,1.528253197669983,1.4538440704345703,0.44167160987854004,4.663875579833984,3.341350555419922
410,portuguese,0.5,0.0005,5,1.4207037687301636,1.3509750366210938,0.394826740026474,1.4878242015838623,1.5222195386886597,0.4222261309623718,4.54437780380249,3.715384006500244
410,spanish,0.5,0.0005,5,1.2423095703125,1.4651484489440918,0.39672669768333435,1.1371769905090332,1.3963593244552612,0.4320429861545563,4.270986080169678,3.568849802017212
420,french,0.5,0.0005,5,2.156081438064575,1.3776062726974487,0.36059415340423584,1.9753905534744263,1.3532930612564087,0.34659692645072937,4.33449649810791,3.5522654056549072
420,german,0.5,0.0005,5,1.7075915336608887,1.63008713722229,0.4160676598548889,1.5354753732681274,1.361110806465149,0.425075501203537,5.178280353546143,3.4848952293395996
420,italian,0.5,0.0005,5,1.5452772378921509,1.3928790092468262,0.39089131355285645,1.39975106716156,1.3670589923858643,0.5607485771179199,4.663875579833984,3.341350555419922
420,portuguese,0.5,0.0005,5,1.358935832977295,1.5492793321609497,0.3608476221561432,1.3106547594070435,1.4862927198410034,0.4432064890861511,4.54437780380249,3.715384006500244
420,spanish,0.5,0.0005,5,1.325842022895813,1.4296010732650757,0.39059001207351685,1.117111325263977,1.644533395767212,0.5123376846313477,4.270986080169678,3.568849802017212
430,french,0.5,0.0005,5,2.4421825408935547,1.4608491659164429,0.3695697784423828,1.9738452434539795,1.4428843259811401,0.373040109872818,4.33449649810791,3.5522654056549072
430,german,0.5,0.0005,5,1.870017409324646,1.5500177145004272,0.4429610073566437,1.6087782382965088,1.3600350618362427,0.509050190448761,5.178280353546143,3.4848952293395996
430,italian,0.5,0.0005,5,1.550319790840149,1.3056464195251465,0.3880142271518707,1.4917253255844116,1.5486035346984863,0.5012966990470886,4.663875579833984,3.341350555419922
430,portuguese,0.5,0.0005,5,1.3558131456375122,1.4042140245437622,0.3230890929698944,1.297627329826355,1.4275425672531128,0.44067463278770447,4.54437780380249,3.715384006500244
430,spanish,0.5,0.0005,5,1.4769984483718872,1.4500948190689087,0.4364863634109497,1.2021944522857666,1.5441088676452637,0.42385584115982056,4.270986080169678,3.568849802017212
440,french,0.5,0.0005,5,2.2490572929382324,1.5674653053283691,0.4055640995502472,1.9046586751937866,1.4016128778457642,0.4017486572265625,4.33449649810791,3.5522654056549072
440,german,0.5,0.0005,5,1.7883450984954834,1.4041029214859009,0.36512491106987,1.7049157619476318,1.5960209369659424,0.46200522780418396,5.178280353546143,3.4848952293395996
440,italian,0.5,0.0005,5,1.655300498008728,1.3970857858657837,0.3521728813648224,1.546768307685852,1.5331649780273438,0.4678816795349121,4.663875579833984,3.341350555419922
440,portuguese,0.5,0.0005,5,1.4027880430221558,1.4766782522201538,0.37535423040390015,1.3988656997680664,1.4048908948898315,0.41481906175613403,4.54437780380249,3.715384006500244
440,spanish,0.5,0.0005,5,1.2268345355987549,1.4904147386550903,0.32191202044487,1.1213171482086182,1.2971537113189697,0.4953782558441162,4.270986080169678,3.568849802017212
450,french,0.5,0.0005,5,2.4558534622192383,1.3555521965026855,0.36827194690704346,2.020353078842163,1.4076945781707764,0.40282079577445984,4.33449649810791,3.5522654056549072
450,german,0.5,0.0005,5,1.7813326120376587,1.4684224128723145,0.3618471026420593,1.7239645719528198,1.366507649421692,0.45076656341552734,5.178280353546143,3.4848952293395996
450,italian,0.5,0.0005,5,1.6955699920654297,1.5604803562164307,0.337117463350296,1.6713814735412598,1.4216922521591187,0.4732728898525238,4.663875579833984,3.341350555419922
450,portuguese,0.5,0.0005,5,1.5349667072296143,1.5197484493255615,0.3476737141609192,1.3458417654037476,1.4385697841644287,0.49763938784599304,4.54437780380249,3.715384006500244
450,spanish,0.5,0.0005,5,1.3421472311019897,1.3638538122177124,0.4006107449531555,1.1674565076828003,1.3232438564300537,0.4313748776912689,4.270986080169678,3.568849802017212
460,french,0.5,0.0005,5,2.4321389198303223,1.3729493618011475,0.37390753626823425,1.7941333055496216,1.507022500038147,0.43426287174224854,4.33449649810791,3.5522654056549072
460,german,0.5,0.0005,5,2.2013559341430664,1.5651545524597168,0.3948989510536194,1.45212984085083,1.345430850982666,0.4725894629955292,5.178280353546143,3.4848952293395996
460,italian,0.5,0.0005,5,1.5422687530517578,1.3627650737762451,0.39232519268989563,1.5702201128005981,1.3931994438171387,0.4815037250518799,4.663875579833984,3.341350555419922
460,portuguese,0.5,0.0005,5,1.4946969747543335,1.2960023880004883,0.36226120591163635,1.3533378839492798,1.6411274671554565,0.44307518005371094,4.54437780380249,3.715384006500244
460,spanish,0.5,0.0005,5,1.2161269187927246,1.524816632270813,0.3396655321121216,1.0435460805892944,1.4668078422546387,0.408680260181427,4.270986080169678,3.568849802017212
470,french,0.5,0.0005,5,2.3138909339904785,1.460512638092041,0.34259894490242004,1.9577285051345825,1.5380867719650269,0.34137198328971863,4.33449649810791,3.5522654056549072
470,german,0.5,0.0005,5,2.0704305171966553,1.5646618604660034,0.3672717213630676,1.6720134019851685,1.5461636781692505,0.433493047952652,5.178280353546143,3.4848952293395996
470,italian,0.5,0.0005,5,1.4314219951629639,1.6095669269561768,0.3267194926738739,1.2917206287384033,1.4276758432388306,0.4262538552284241,4.663875579833984,3.341350555419922
470,portuguese,0.5,0.0005,5,1.4586538076400757,1.4979605674743652,0.34488606452941895,1.3199775218963623,1.5034478902816772,0.3980702757835388,4.54437780380249,3.715384006500244
470,spanish,0.5,0.0005,5,1.1808191537857056,1.494435429573059,0.40005749464035034,1.0721912384033203,1.414974570274353,0.44434043765068054,4.270986080169678,3.568849802017212
480,french,0.5,0.0005,5,2.5719504356384277,1.5522480010986328,0.3221663534641266,1.733633041381836,1.4438138008117676,0.3054425120353699,4.33449649810791,3.5522654056549072
480,german,0.5,0.0005,5,1.8908905982971191,1.440171718597412,0.3718901574611664,1.567352533340454,1.382524847984314,0.44028225541114807,5.178280353546143,3.4848952293395996
480,italian,0.5,0.0005,5,1.63151216506958,1.6450930833816528,0.3537985682487488,1.4672660827636719,1.5971795320510864,0.4359188973903656,4.663875579833984,3.341350555419922
480,portuguese,0.5,0.0005,5,1.4425817728042603,1.411016821861267,0.33381685614585876,1.1912639141082764,1.4551868438720703,0.40130549669265747,4.54437780380249,3.715384006500244
480,spanish,0.5,0.0005,5,1.2381844520568848,1.3343669176101685,0.38338586688041687,1.142133116722107,1.3527615070343018,0.48012739419937134,4.270986080169678,3.568849802017212
490,french,0.5,0.0005,5,2.222409963607788,1.4560879468917847,0.3352191150188446,1.8320282697677612,1.5554956197738647,0.3558558225631714,4.33449649810791,3.5522654056549072
490,german,0.5,0.0005,5,1.7650152444839478,1.6521549224853516,0.33712801337242126,1.5700453519821167,1.5925369262695312,0.494724303483963,5.178280353546143,3.4848952293395996
490,italian,0.5,0.0005,5,1.6366795301437378,1.525638222694397,0.32579541206359863,1.5457589626312256,1.5109474658966064,0.438688725233078,4.663875579833984,3.341350555419922
490,portuguese,0.5,0.0005,5,1.4502017498016357,1.4453622102737427,0.3412344455718994,1.2888115644454956,1.5544382333755493,0.43699678778648376,4.54437780380249,3.715384006500244
490,spanish,0.5,0.0005,5,1.2322196960449219,1.4781092405319214,0.4107797145843506,1.128477692604065,1.5681415796279907,0.4192146062850952,4.270986080169678,3.568849802017212
499,french,0.5,0.0005,5,2.500189781188965,1.5534106492996216,0.3128998279571533,1.8832805156707764,1.5089564323425293,0.36406099796295166,4.33449649810791,3.5522654056549072
499,german,0.5,0.0005,5,2.063807249069214,1.4168109893798828,0.3956650495529175,1.5750902891159058,1.5192712545394897,0.47287020087242126,5.178280353546143,3.4848952293395996
499,italian,0.5,0.0005,5,1.68227219581604,1.5869581699371338,0.37547704577445984,1.4643757343292236,1.4280877113342285,0.44205644726753235,4.663875579833984,3.341350555419922
499,portuguese,0.5,0.0005,5,1.5951045751571655,1.4735862016677856,0.32327303290367126,1.2065366506576538,1.3932069540023804,0.4510970413684845,4.54437780380249,3.715384006500244
499,spanish,0.5,0.0005,5,1.184891939163208,1.6555105447769165,0.33914241194725037,1.158161997795105,1.608508825302124,0.41479769349098206,4.270986080169678,3.568849802017212
